BUJUR	LINTANG	KEPERCAYAAN	REGION	PROVINSI	KABUPATEN	KECAMATAN	SATELIT	TANGGAL	WAKTU
110.0978	1.0415	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.1215	1.0485	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.0834	1.0427	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.0661	1.0401	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.1101	1.0535	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.1032	1.0525	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.1027	1.0558	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.0764	1.0622	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
109.9900	1.0492	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
109.9796	1.0476	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
109.9787	1.0542	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.1061	1.0768	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.0681	1.0948	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.0577	1.0932	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.0572	1.0965	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.0537	1.0960	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
110.0878	1.1046	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
109.9969	1.2095	8	KALIMANTAN	KALIMANTAN BARAT	KAB. BENGKAYANG	SIDING	NOAA20	2020-08-01	06:05:48.000000		
109.8826	-1.0947	8	KALIMANTAN	KALIMANTAN BARAT	KAB. KAYONG UTARA	SIMPANG HILIR	NOAA20	2020-08-01	06:04:22.000000		
110.9650	-0.7580	8	KALIMANTAN	KALIMANTAN BARAT	KAB. KETAPANG	HULU SUNGAI	NOAA20	2020-08-01	06:04:22.000000		
110.4915	-2.8043	8	KALIMANTAN	KALIMANTAN BARAT	KAB. KETAPANG	KENDAWANGAN	NOAA20	2020-08-01	06:04:22.000000		
110.4874	-2.7809	8	KALIMANTAN	KALIMANTAN BARAT	KAB. KETAPANG	KENDAWANGAN	NOAA20	2020-08-01	06:04:22.000000		
110.8537	-2.2335	8	KALIMANTAN	KALIMANTAN BARAT	KAB. KETAPANG	MARAU	NOAA20	2020-08-01	06:04:22.000000		
110.8473	-1.6034	8	KALIMANTAN	KALIMANTAN BARAT	KAB. KETAPANG	NANGATAYAP	NOAA20	2020-08-01	06:04:22.000000		
110.4833	-0.4779	8	KALIMANTAN	KALIMANTAN BARAT	KAB. KETAPANG	SIMPANGHULU	NOAA20	2020-08-01	06:04:22.000000		
110.5885	-0.6519	8	KALIMANTAN	KALIMANTAN BARAT	KAB. KETAPANG	SUNGAI LAUR	NOAA20	2020-08-01	06:04:22.000000		
110.5880	-0.6486	8	KALIMANTAN	KALIMANTAN BARAT	KAB. KETAPANG	SUNGAI LAUR	NOAA20	2020-08-01	06:04:22.000000		
109.7520	0.4598	8	KALIMANTAN	KALIMANTAN BARAT	KAB. LANDAK	PAHUMAN	NOAA20	2020-08-01	06:05:48.000000		
110.1052	0.9986	8	KALIMANTAN	KALIMANTAN BARAT	KAB. LANDAK	SERIMBU	SNPP	2020-08-01	05:14:37.000000		
110.1086	0.9983	8	KALIMANTAN	KALIMANTAN BARAT	KAB. LANDAK	SERIMBU	SNPP	2020-08-01	05:14:37.000000		
110.1082	1.0049	8	KALIMANTAN	KALIMANTAN BARAT	KAB. LANDAK	SERIMBU	SNPP	2020-08-01	05:14:37.000000		
110.0435	0.9791	8	KALIMANTAN	KALIMANTAN BARAT	KAB. LANDAK	SERIMBU	NOAA20	2020-08-01	06:05:48.000000		
110.1018	0.9913	8	KALIMANTAN	KALIMANTAN BARAT	KAB. LANDAK	SERIMBU	NOAA20	2020-08-01	06:05:48.000000		
110.1526	1.0322	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SANGGAU	ENTIKONG	SNPP	2020-08-01	05:14:37.000000		
110.1474	1.0380	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SANGGAU	ENTIKONG	SNPP	2020-08-01	05:14:37.000000		
110.1566	1.0528	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SANGGAU	ENTIKONG	SNPP	2020-08-01	05:14:37.000000		
110.1600	1.0509	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SANGGAU	ENTIKONG	NOAA20	2020-08-01	06:05:48.000000		
110.1200	1.0584	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SANGGAU	ENTIKONG	NOAA20	2020-08-01	06:05:48.000000		
110.1314	1.0738	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SANGGAU	ENTIKONG	NOAA20	2020-08-01	06:05:48.000000		
110.3859	0.5593	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SANGGAU	KEMBAYAN	NOAA20	2020-08-01	06:05:48.000000		
110.2679	0.5617	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SANGGAU	KEMBAYAN	NOAA20	2020-08-01	06:05:48.000000		
110.2671	0.5005	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SANGGAU	SOSOK	NOAA20	2020-08-01	06:05:48.000000		
110.9208	-0.2186	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SEKADAU	SEKADAU HULU	NOAA20	2020-08-01	06:04:22.000000		
110.8981	-0.2117	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SEKADAU	SEKADAU HULU	NOAA20	2020-08-01	06:04:22.000000		
110.8946	-0.2122	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SEKADAU	SEKADAU HULU	NOAA20	2020-08-01	06:04:22.000000		
110.8976	-0.2084	8	KALIMANTAN	KALIMANTAN BARAT	KAB. SEKADAU	SEKADAU HULU	NOAA20	2020-08-01	06:04:22.000000		
